placekey,location_name,street_address,city,region,postal_code,lat,long,visitor_home_cbgs_ex,count
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114241,102
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114242,60
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114251,20
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114253,36
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114271,16
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114272,8
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210115061,8
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210116102,25
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210116113,10
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210116141,8
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210116251,12
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210116252,8
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131350502202,12
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131350503042,12
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131350503132,12
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131350503151,8
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131350503152,12
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131350503212,30
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131350504312,8
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131350505332,7
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131350506072,8
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131390009002,6
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,132470603051,8
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,132971104002,9
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,132971105051,8
225-222@8g6-t89-92k,Waffle House,840 Riverside Dr,Macon,GA,31201,32.8424259800662,-83.6294369602713,010810403002,6
225-222@8g6-t89-92k,Waffle House,840 Riverside Dr,Macon,GA,31201,32.8424259800662,-83.6294369602713,130099703001,21
225-222@8g6-t89-92k,Waffle House,840 Riverside Dr,Macon,GA,31201,32.8424259800662,-83.6294369602713,130131801071,6
225-222@8g6-t89-92k,Waffle House,840 Riverside Dr,Macon,GA,31201,32.8424259800662,-83.6294369602713,130210101001,13
225-222@8g6-t89-92k,Waffle House,840 Riverside Dr,Macon,GA,31201,32.8424259800662,-83.6294369602713,130210101002,39
