fid,OM,YR,MO,DY,DATE,TIME,TZ,ST,STF,STN,MAG,INJ,FAT,LOSS,CLOSS,SLAT,SLON,ELAT,ELON,LEN,WID,MAG_1,x_utm,y_utm
1357,7,1962,1,5,1/5/1962,22:30:00,3,AL,1,3,1,0,0,4,0,31.3,-85.42,31.35,-85.37,5.1,10,1,1222331.7937099435,3487763.6474139914
1383,46,1962,3,21,3/21/1962,1:00:00,3,AL,1,4,3,10,0,5,0,33.75,-85.82,33.75,-85.78,2.3,250,3,1165663.30320528,3757682.340672359
1384,47,1962,3,21,3/21/1962,1:25:00,3,AL,1,5,2,0,0,4,0,33.15,-86.27,0,0,0.5,10,2,1128206.2029444515,3688147.8602463515
1387,62,1962,3,25,3/25/1962,15:30:00,3,AL,1,6,1,0,0,4,0,34.17,-86.83,34.2,-86.78,3.8,10,1,1069056.7379738726,3798254.3118376797
1388,63,1962,3,25,3/25/1962,17:15:00,3,AL,1,7,1,0,0,4,0,34.17,-86.33,0,0,0.5,100,1,1115245.758414696,3801173.493949742
1389,64,1962,3,30,3/30/1962,23:00:00,3,AL,1,8,1,0,0,4,0,34.6,-87.68,0,0,0.1,10,1,988059.9474859473,3841574.5786616295
1391,66,1962,3,31,3/31/1962,2:00:00,3,AL,1,9,2,0,0,4,0,33.7,-87.9,0,0,0.1,10,2,972864.6635632317,3740588.823106422
1392,67,1962,3,31,3/31/1962,2:10:00,3,AL,1,10,1,0,0,5,0,33.9,-87.8,0,0,1,10,1,981021.8104030825,3763262.8659063345
1395,70,1962,3,31,3/31/1962,8:00:00,3,AL,1,11,2,0,0,5,0,30.3,-87.7,30.37,-87.52,11.9,100,2,1009987.5515746041,3363950.51910824
1455,6,1963,1,19,1/19/1963,13:00:00,3,AL,1,1,2,0,0,3,0,31.72,-87.78,31.75,-87.75,3.3,10,2,994857.4377250192,3521272.823008274
1456,7,1963,1,20,1/20/1963,15:00:00,3,AL,1,2,1,0,0,5,0,31.23,-86.05,31.32,-85.83,14.1,10,1,1162646.6790166218,3475993.2747115246
1470,26,1963,3,5,3/5/1963,15:35:00,3,AL,1,3,4,35,0,5,0,33.37,-86.97,33.48,-86.75,14.9,667,4,1061346.1480434928,3708590.4766056063
1471,27,1963,3,5,3/5/1963,16:55:00,3,AL,1,4,1,5,0,5,0,33.98,-85.48,34.17,-85.2,21.3,400,1,1195370.6370891412,3785531.1431277697
1472,31,1963,3,11,3/11/1963,14:00:00,3,AL,1,5,2,0,0,4,0,33.42,-88.1,0,0,0.1,440,2,955776.506624756,3708599.7330143773
1473,32,1963,3,11,3/11/1963,14:00:00,3,AL,1,6,1,0,0,4,0,33.83,-87.43,0,0,0.1,10,1,1015710.474796549,3757289.2051505195
1474,33,1963,3,11,3/11/1963,14:00:00,3,AL,1,7,4,6,2,6,0,33.9,-86.9,34.18,-86.55,28,880,4,1064386.1361429677,3767863.088481744
1479,38,1963,3,11,3/11/1963,17:25:00,3,AL,1,8,2,0,0,4,0,34.6,-88.1,0,0,0.1,10,2,949493.9493954172,3839616.190642617
1480,39,1963,3,11,3/11/1963,17:40:00,3,AL,1,9,2,3,1,6,0,34.77,-87.17,34.95,-86.37,47.2,10,2,1033805.3083331212,3863056.9781325804
1484,43,1963,3,11,3/11/1963,20:45:00,3,AL,1,10,2,4,0,5,0,34.12,-88.02,34.3,-87.5,32.2,333,2,959460.3796418575,3786678.730096711
1486,45,1963,3,12,3/12/1963,16:25:00,3,AL,1,11,1,0,0,4,0,32.87,-85.73,32.9,-85.58,9.1,10,1,1180881.5145267504,3660396.6461089593
1488,54,1963,3,17,3/17/1963,10:00:00,3,AL,1,12,3,4,0,0,0,32.93,-87.15,32.95,-87.12,2.7,100,3,1047304.9473067564,3658747.748212543
1500,103,1963,4,20,4/20/1963,15:00:00,3,AL,1,13,1,0,0,2,0,33.3,-86.8,0,0,0.1,10,1,1077660.3713643027,3701745.806840154
1503,130,1963,4,29,4/29/1963,15:00:00,3,AL,1,14,2,0,0,4,0,33.28,-86.83,0,0,0.1,10,2,1074992.7999116923,3699356.79864032
1505,134,1963,4,29,4/29/1963,16:20:00,3,AL,1,15,2,4,0,4,0,33.5,-86.08,0,0,0.1,10,2,1143380.9417278802,3728226.6150361993
1506,136,1963,4,29,4/29/1963,17:30:00,3,AL,1,16,2,0,0,5,0,32.48,-86.77,32.6,-86.65,10.6,600,2,1085861.9050251415,3610787.9011374167
1509,140,1963,4,29,4/29/1963,18:15:00,3,AL,1,17,2,0,0,5,0,32.18,-86.52,32.2,-86.35,9.8,400,2,1111439.0097731873,3578850.542752082
1513,146,1963,4,29,4/29/1963,19:55:00,3,AL,1,18,2,17,0,5,0,34,-88.13,34.17,-87.95,15.5,10,2,949938.2426794155,3772864.220169665
1517,151,1963,4,30,4/30/1963,6:00:00,3,AL,1,19,2,0,0,4,0,32.45,-85.2,32.45,-85,11.7,10,2,1234096.6659399872,3617229.5979914805
1524,206,1963,5,27,5/27/1963,7:10:00,3,AL,1,20,2,0,0,4,0,33.47,-86.83,0,0,0.1,10,2,1073737.1462903728,3720469.945683078
1578,10,1964,1,24,1/24/1964,19:00:00,3,AL,1,2,4,6,10,5,0,33.32,-86.43,33.33,-86.38,3.3,100,4,1112051.550228937,3706090.567139448
1580,12,1964,1,24,1/24/1964,21:00:00,3,AL,1,1,2,0,0,4,0,34.25,-86.02,0,0,0.1,10,2,1143279.2488511368,3811994.0349649168
1592,30,1964,3,9,3/9/1964,16:45:00,3,AL,1,3,3,1,0,5,0,34.5,-87.67,34.6,-87.53,10.4,10,3,989565.9325840694,3830517.175845486
1593,31,1964,3,9,3/9/1964,17:00:00,3,AL,1,4,3,2,2,5,0,34.85,-87.38,34.9,-87.32,5.2,10,3,1014056.0949246918,3870842.7130596912
1598,47,1964,3,25,3/25/1964,15:45:00,3,AL,1,5,3,7,0,5,0,34.17,-87.27,34.2,-87.18,5.4,267,3,1028423.6732729913,3795875.7040094733
1603,74,1964,4,6,4/6/1964,6:00:00,3,AL,1,6,1,0,0,4,0,32.22,-88.1,0,0,0.1,10,1,961967.2132806096,3575369.5100931246
1604,75,1964,4,7,4/7/1964,8:30:00,3,AL,1,7,2,0,0,5,0,34.25,-86.75,34.27,-86.83,5.1,50,2,1075898.4574746755,3807595.952020767
1605,76,1964,4,7,4/7/1964,9:10:00,3,AL,1,8,2,1,0,5,0,34.32,-86.08,34.33,-86.03,3.3,10,2,1137207.6151154442,3819396.5552319586
1606,77,1964,4,7,4/7/1964,10:00:00,3,AL,1,9,1,0,0,4,0,34.27,-86.03,0,0,0.1,10,1,1142202.929176322,3814154.1444881638
1607,78,1964,4,7,4/7/1964,10:00:00,3,AL,1,10,1,0,0,4,0,34.32,-86.48,0,0,0.1,10,1,1100315.0042781224,3816945.566486439
1608,79,1964,4,7,4/7/1964,10:30:00,3,AL,1,11,1,0,0,4,0,34.35,-86.6,34.38,-86.52,5.4,10,1,1089038.3814122654,3819573.2097347183
1628,201,1964,4,28,4/28/1964,15:10:00,3,AL,1,12,1,0,0,4,0,33.8,-86.2,0,0,0.1,10,1,1129999.5101503534,3760836.6709836754
1629,202,1964,4,28,4/28/1964,15:45:00,3,AL,1,13,3,1,0,4,0,33.6,-86.12,0,0,0.1,10,3,1138913.512895693,3739095.9625094235
1630,203,1964,4,28,4/28/1964,15:45:00,3,AL,1,14,2,0,0,4,0,33.77,-85.92,33.78,-85.85,4.3,10,2,1156220.5012991342,3759260.7164979386
1631,204,1964,4,28,4/28/1964,17:00:00,3,AL,1,15,3,10,0,4,0,33.73,-85.42,33.73,-85.15,15.7,33,3,1202992.7833597697,3758131.9281698996
1633,206,1964,4,28,4/28/1964,17:40:00,3,AL,1,16,1,0,0,4,0,32.83,-85.97,32.88,-85.75,13,10,1,1158654.2993210102,3654414.931448777
1634,208,1964,4,28,4/28/1964,18:30:00,3,AL,1,17,2,0,0,5,0,32.05,-86.48,31.98,-86.4,6.8,10,2,1116098.4140586013,3564629.4434159524
1658,499,1964,7,9,7/9/1964,14:30:00,3,AL,1,18,2,0,0,4,0,33.6,-86.12,0,0,0.1,10,2,1138913.512895693,3739095.9625094235
1700,655,1964,10,4,10/4/1964,9:30:00,3,AL,1,19,1,0,0,3,0,31.5,-86.83,0,0,0.1,10,1,1086447.4327590307,3501554.8688210775
1701,656,1964,10,4,10/4/1964,10:20:00,3,AL,1,20,1,0,0,4,0,31.63,-86.77,31.67,-86.73,3.3,100,1,1091334.9196279855,3516326.423620866
1703,658,1964,10,4,10/4/1964,15:00:00,3,AL,1,21,2,2,0,3,0,31.8,-85.2,0,0,0.1,10,2,1239366.4767235043,3544889.2920528506
1720,691,1964,12,24,12/24/1964,19:35:00,3,AL,1,22,2,0,0,4,0,31.8,-86.88,31.83,-86.82,4.9,10,2,1079811.0642445395,3534623.6880001444
1722,693,1964,12,24,12/24/1964,21:15:00,3,AL,1,23,2,3,0,4,0,30.5,-87.8,0,0,2,100,2,999329.2135732807,3385711.608593047
1724,695,1964,12,24,12/24/1964,23:30:00,3,AL,1,24,0,0,0,4,0,31.1,-86.53,31.28,-86.25,21,300,0,1117635.5920913746,3458745.2226103563
1731,703,1964,12,26,12/26/1964,10:00:00,3,AL,1,25,1,0,0,3,0,31.7,-86.6,0,0,0.1,10,1,1107042.6400542567,3525045.0932322843
1732,704,1964,12,26,12/26/1964,12:30:00,3,AL,1,26,2,0,0,4,0,32.45,-85.18,0,0,0.1,10,2,1235983.925778488,3617368.5006439486
1768,48,1965,2,11,2/11/1965,17:10:00,3,AL,1,1,2,0,0,4,0,34.83,-87.65,0,0,0.1,10,2,989452.657534864,3867264.88277417
1769,49,1965,2,11,2/11/1965,18:40:00,3,AL,1,2,3,18,0,5,0,33.2,-88.2,0,0,1.5,100,3,947592.617046742,3683740.0018640026
1783,71,1965,3,17,3/17/1965,7:30:00,3,AL,1,3,3,22,0,5,0,34.75,-87.67,34.95,-87.2,29.8,10,3,988094.0491815717,3858282.245870313
1807,191,1965,4,15,4/15/1965,17:15:00,3,AL,1,4,3,2,0,5,0,34.7,-85.75,34.7,-85.58,9.6,50,3,1164606.60291686,3863788.4318726
1848,707,1965,7,24,7/24/1965,13:30:00,3,AL,1,5,1,0,0,3,0,33.22,-87.17,0,0,0.1,100,1,1043635.8602329446,3690861.0434644637
1859,793,1965,9,10,9/10/1965,0:01:00,3,AL,1,6,0,0,0,0,0,30.53,-88.13,0,0,0.1,10,0,967458.4507043475,3387623.2238696693
1862,796,1965,9,11,9/11/1965,20:00:00,3,AL,1,7,1,0,0,4,0,34.18,-86.83,34.2,-86.77,4.3,10,1,1068989.2581661409,3799365.506633898
1867,840,1965,9,29,9/29/1965,21:30:00,3,AL,1,8,2,2,0,4,0,31.7,-86.22,0,0,0.1,10,2,1143159.3194393045,3527237.7149880147
1880,890,1965,11,27,11/27/1965,3:00:00,3,AL,1,9,2,0,0,4,0,33.6,-86.5,33.6,-86.25,14.5,10,2,1103564.146780638,3736801.297981086
1910,33,1966,3,3,3/3/1966,20:00:00,3,AL,1,2,1,2,0,4,0,33.65,-86.82,0,0,0.1,10,1,1073471.0983749214,3740527.494724525
1929,106,1966,4,26,4/26/1966,19:50:00,3,AL,1,3,0,0,0,0,0,33.75,-86.5,0,0,0.1,10,0,1102510.83224286,3753473.5230527874
1978,411,1966,7,20,7/20/1966,16:45:00,3,AL,1,4,1,0,0,4,0,31.3,-85.35,0,0,1,10,1,1229020.6200660435,3488228.2636710955
1985,478,1966,8,12,8/12/1966,17:15:00,3,AL,1,5,0,0,0,3,0,32.22,-85.18,0,0,0.1,10,0,1237864.3620567769,3591771.377799398
2015,570,1966,11,10,11/10/1966,8:15:00,3,AL,1,7,2,1,0,5,0,34.23,-86.93,34.28,-86.82,7.6,10,2,1059422.3992651894,3804364.803467101
2016,571,1966,11,10,11/10/1966,8:30:00,3,AL,1,8,1,0,0,4,0,33.5,-87,0,0,0.1,10,1,1057712.8193271046,3722872.4009603974
2017,572,1966,11,10,11/10/1966,9:30:00,3,AL,1,6,2,0,0,5,0,33,-87.62,0,0,1,100,2,1002879.6360546269,3664168.8114538467
2018,573,1966,11,10,11/10/1966,11:10:00,3,AL,1,9,2,0,0,4,0,31,-87.8,31.05,-87.68,7.7,10,2,996745.7227432546,3441231.642321165
2019,574,1966,11,10,11/10/1966,12:30:00,3,AL,1,10,2,0,0,4,0,32.3,-86.5,32.27,-86.35,9.3,50,2,1112518.9064276284,3592303.769658208
2031,52,1967,3,6,3/6/1967,14:30:00,3,AL,1,1,1,0,0,4,0,33.4,-88,0,0,0.1,10,1,965194.2919328853,3706823.196255294
2032,53,1967,3,6,3/6/1967,15:10:00,3,AL,1,2,1,1,0,4,0,33.9,-87.3,0,0,0.1,10,1,1027329.2809793779,3765727.14444643
2033,54,1967,3,6,3/6/1967,15:30:00,3,AL,1,3,4,25,2,5,0,33.7,-87.17,33.78,-86.82,20.9,440,4,1040633.748677889,3744186.410269059
2034,55,1967,3,6,3/6/1967,17:00:00,3,AL,1,4,2,0,0,6,0,32.43,-87.53,32.45,-87.5,2.3,200,2,1014579.0555325254,3601296.6584813907
2035,56,1967,3,6,3/6/1967,17:20:00,3,AL,1,5,2,0,0,4,0,33.88,-86.2,0,0,0.1,10,2,1129408.9026899156,3769730.5022391523
2036,57,1967,3,6,3/6/1967,18:00:00,3,AL,1,6,1,4,0,4,0,32.78,-86.88,0,0,0.1,10,1,1073573.3596489853,3643521.78199525
2037,58,1967,3,6,3/6/1967,19:00:00,3,AL,1,7,2,0,0,4,0,33.63,-85.85,0,0,0.1,10,2,1163805.0453792042,3744143.011345782
2085,268,1967,5,6,5/6/1967,18:45:00,3,AL,1,8,3,25,1,6,0,33.45,-86.83,33.47,-86.77,4.3,200,3,1073869.6176144176,3718247.514117641
2093,276,1967,5,7,5/7/1967,4:40:00,3,AL,1,9,2,0,0,4,0,33.4,-86.1,33.43,-86.02,5.2,10,2,1142259.6122306162,3716983.5061335494
2126,535,1967,6,21,6/21/1967,13:00:00,3,AL,1,10,1,0,0,5,0,34.45,-88.15,0,0,0.1,10,1,945704.2950072933,3822739.288056294
2128,554,1967,6,29,6/29/1967,14:00:00,3,AL,1,11,2,0,0,4,0,34.45,-88.15,0,0,0.5,10,2,945704.2950072933,3822739.288056294
2141,625,1967,7,19,7/19/1967,17:00:00,3,AL,1,12,1,0,0,2,0,30.63,-88.17,0,0,0.1,10,1,963137.286401697,3398558.448770097
2148,846,1967,10,24,10/24/1967,18:45:00,3,AL,1,13,3,1,0,5,0,34.8,-87.78,34.85,-87.58,11.9,100,3,977721.5650887704,3863304.2837884706
2149,847,1967,10,24,10/24/1967,19:00:00,3,AL,1,14,3,3,0,5,0,34.67,-87.67,34.73,-87.42,15,10,3,988566.0644604887,3849397.406893106
2151,854,1967,10,30,10/30/1967,9:30:00,3,AL,1,15,2,1,0,4,0,30.25,-87.65,30.4,-87.78,13.1,10,2,1015067.7871836824,3358624.5064402223
2154,860,1967,11,22,11/22/1967,16:00:00,3,AL,1,17,2,2,0,5,0,33.65,-85.92,33.68,-85.87,3.8,10,2,1157140.352714881,3745916.830868655
2156,862,1967,11,24,11/24/1967,13:05:00,3,AL,1,18,2,7,0,5,0,34.72,-86.58,34.67,-86.48,6.6,83,2,1088258.752195855,3860810.915987238
2165,872,1967,12,2,12/2/1967,15:45:00,3,AL,1,19,2,0,0,5,0,31.43,-87.4,0,0,1,300,2,1032585.2023903984,3490857.1566545754
2168,876,1967,12,10,12/10/1967,4:10:00,3,AL,1,20,2,0,0,5,0,30.3,-87.77,30.33,-87.53,14.2,10,2,1003242.5673857983,3363636.9160014237
2182,898,1967,12,18,12/18/1967,3:25:00,3,AL,1,21,2,27,2,6,0,34.55,-86.7,34.83,-86.5,22.9,300,2,1078432.938785499,3841220.1180748655
2183,899,1967,12,18,12/18/1967,6:25:00,3,AL,1,22,3,0,0,4,0,32.43,-88.15,32.5,-88.05,7.6,10,3,956190.5266288762,3598468.968730458
2185,901,1967,12,19,12/19/1967,5:00:00,3,AL,1,23,2,0,0,4,0,33.6,-86.8,0,0,2,10,2,1075664.048353164,3735083.027861475
2190,925,1967,12,21,12/21/1967,19:30:00,3,AL,1,24,1,1,0,5,0,34.7,-86.67,34.8,-86.48,12.6,10,1,1080140.6386638884,3858062.7658710936
2192,3,1968,1,23,1/23/1968,16:30:00,3,AL,1,1,1,0,0,5,0,31.6,-85.7,31.67,-85.52,11.8,200,1,1193350.6585325303,3519322.1593180536
2229,69,1968,4,4,4/4/1968,10:00:00,3,AL,1,2,1,0,0,5,0,34.77,-87.65,34.85,-87.42,14.4,10,1,989808.8152667689,3860601.164752294
2230,70,1968,4,4,4/4/1968,13:00:00,3,AL,1,3,2,0,0,5,0,34.27,-86.2,34.28,-86.13,4.1,10,2,1126512.1545843119,3813087.2439760044
2248,196,1968,5,14,5/14/1968,18:45:00,3,AL,1,4,1,0,0,2,0,34.77,-87.72,0,0,2,10,1,983393.6908836043,3860260.806408764
2267,267,1968,5,27,5/27/1968,16:30:00,3,AL,1,5,1,0,0,3,0,31.23,-87.47,0,0,0.1,10,1,1027036.6727905438,3468304.5375875016
2271,273,1968,5,29,5/29/1968,17:30:00,3,AL,1,6,2,0,0,5,0,34.48,-87.43,0,0,2,10,2,1011757.3135619797,3829488.2854515226
2320,590,1968,11,3,11/3/1968,17:55:00,3,AL,1,7,3,18,0,5,0,30.77,-88.12,31.12,-87.07,70.4,400,3,967259.766208875,3414308.0951233567
2338,613,1968,11,17,11/17/1968,11:30:00,3,AL,1,8,2,2,0,4,0,31.97,-88.37,32.1,-88.25,11.5,10,2,937681.2526441903,3546486.364819884
2339,614,1968,11,17,11/17/1968,12:45:00,3,AL,1,9,3,24,1,6,0,32.9,-86.75,32.87,-86.22,32.3,400,3,1084984.9249540314,3657573.4711362943
2358,658,1968,12,27,12/27/1968,23:30:00,3,AL,1,10,2,2,0,5,0,33.1,-86.85,33.13,-86.77,5.6,10,2,1074305.954419252,3679244.516523516
2386,59,1969,4,18,4/18/1969,0:30:00,3,AL,1,1,1,0,0,5,0,31.8,-86,0,0,2.5,10,1,1163356.1607390475,3539686.742865135
2387,60,1969,4,18,4/18/1969,2:30:00,3,AL,1,2,4,14,2,5,0,31.83,-86.63,32.22,-85.88,52.4,500,4,1103342.6405492243,3539326.3582509654
2414,196,1969,5,17,5/17/1969,17:15:00,3,AL,1,3,1,0,0,4,0,33.48,-86.8,0,0,0.1,10,1,1076464.473866525,3721748.1732284576
2415,197,1969,5,17,5/17/1969,18:10:00,3,AL,1,4,1,0,0,3,0,31.72,-85.97,31.8,-85.9,7.1,10,1,1166782.992099571,3530974.531018391
2418,200,1969,5,18,5/18/1969,7:30:00,3,AL,1,5,2,0,0,4,0,31.55,-86.23,31.58,-86.13,6.4,10,2,1143246.9292277144,3510500.458382696
2419,201,1969,5,18,5/18/1969,9:30:00,3,AL,1,6,1,0,0,4,0,32,-85.7,0,0,0.1,10,1,1190346.7814406308,3563818.541152012
2420,202,1969,5,18,5/18/1969,10:00:00,3,AL,1,7,1,0,0,4,0,34.17,-86.9,0,0,0.5,50,1,1062591.580695727,3797863.995155613
2444,352,1969,6,29,6/29/1969,15:55:00,3,AL,1,8,0,0,0,3,0,31.48,-88.03,0,0,0.1,10,0,972344.1594894258,3493514.572877756
2450,388,1969,7,8,7/8/1969,17:30:00,3,AL,1,9,0,0,0,2,0,30.7,-87.8,0,0,0.1,10,0,998300.3694123444,3407919.5325280586
2462,459,1969,7,27,7/27/1969,15:30:00,3,AL,1,10,1,0,0,4,0,30.6,-88.15,0,0,0.3,37,1,965201.1641093015,3395310.953375101
2478,529,1969,8,22,8/22/1969,16:15:00,3,AL,1,11,1,0,0,1,0,30.7,-87.9,0,0,0.1,10,1,988705.3647480898,3407478.0159483165
2511,608,1969,12,30,12/30/1969,13:45:00,3,AL,1,12,2,2,0,5,0,33.78,-86.05,34,-86.02,15.7,100,2,1144073.0706559417,3759546.82681498
2532,34,1970,3,3,3/3/1970,15:00:00,3,AL,1,1,2,0,0,4,0,31.47,-88.25,0,0,0.1,10,2,951461.3156602496,3491475.108791164
2535,40,1970,3,19,3/19/1970,6:00:00,3,AL,1,2,2,0,0,4,0,32.7,-87.6,0,0,1,10,2,1006459.8118383503,3630946.6191043914
2536,41,1970,3,19,3/19/1970,23:08:00,3,AL,1,3,3,14,2,5,0,32.83,-85.2,0,0,2,200,3,1230972.0909970198,3659517.8656036905
2539,49,1970,3,30,3/30/1970,10:30:00,3,AL,1,4,1,0,0,2,0,31.28,-87.17,0,0,0.1,10,1,1055378.5720421043,3475336.1028549243
2547,59,1970,4,2,4/2/1970,1:20:00,3,AL,1,5,2,0,0,5,0,33.95,-85.95,34,-85.87,6.1,200,2,1152055.3189971682,3779083.8581682257
2549,61,1970,4,2,4/2/1970,2:30:00,3,AL,1,6,2,0,0,5,0,32.67,-86.92,32.7,-86.83,5.6,300,2,1070522.5040168604,3631081.7682504365
2568,125,1970,4,24,4/24/1970,6:30:00,3,AL,1,7,2,0,0,0,0,34.75,-86.6,0,0,0.5,10,2,1086210.3919662875,3864027.524883616
2570,134,1970,4,26,4/26/1970,8:00:00,3,AL,1,8,1,0,0,4,0,34.95,-86.65,34.95,-86.5,8.6,50,1,1080210.5748235318,3885961.573081378
2572,136,1970,4,26,4/26/1970,9:35:00,3,AL,1,9,1,0,0,4,0,33.4,-86.4,33.42,-86.35,3.3,300,1,1114285.3863812657,3715160.7927039885
2573,137,1970,4,26,4/26/1970,13:00:00,3,AL,1,10,2,2,0,4,0,33.25,-85.52,0,0,1,10,2,1197566.7282820893,3704054.6668628766
2592,261,1970,6,2,6/2/1970,7:30:00,3,AL,1,11,2,0,0,4,0,30.6,-87.88,0,0,0.1,10,2,991131.4899712311,3396462.3232295495
2603,373,1970,6,21,6/21/1970,19:00:00,3,AL,1,12,2,0,0,5,0,34.1,-86.87,34.13,-86.82,3.8,10,2,1065831.1016637348,3790252.565570024
2611,401,1970,7,4,7/4/1970,15:35:00,3,AL,1,13,0,0,0,2,0,31.63,-87.85,0,0,0.1,10,0,988686.2935103945,3510962.321380521
2626,471,1970,8,1,8/1/1970,18:45:00,3,AL,1,14,1,0,0,4,0,34.55,-86.87,0,0,0.1,10,1,1062802.8307268377,3840254.770167234
2677,15,1971,1,25,1/25/1971,15:00:00,3,AL,1,1,0,0,0,4,0,33.97,-86.62,0,0,2,10,0,1089846.455712081,3777225.0418551676
2678,16,1971,1,25,1/25/1971,16:15:00,3,AL,1,2,1,0,0,4,0,33.63,-85.6,0,0,1,10,1,1187064.134239076,3745787.550570545
2684,27,1971,2,4,2/4/1971,19:45:00,3,AL,1,3,3,13,1,4,0,34.03,-87.95,34.38,-87.53,34.1,750,3,966419.6505157216,3777003.2812444153
2698,43,1971,2,12,2/12/1971,8:55:00,3,AL,1,4,1,0,0,4,0,30.82,-88.37,0,0,1,33,1,943066.5144155876,3418838.0608485476
2719,94,1971,2,26,2/26/1971,11:00:00,3,AL,1,5,3,0,0,5,0,32.82,-87.93,32.83,-87.87,4.3,50,3,974834.8901540394,3642737.264768392
2721,96,1971,2,26,2/26/1971,12:30:00,3,AL,1,6,1,0,3,4,0,33.57,-86.67,0,0,2,50,1,1087957.9204250327,3732483.484842774
2722,97,1971,2,26,2/26/1971,14:00:00,3,AL,1,7,0,0,0,4,0,33.13,-85.38,0,0,0.1,10,0,1211631.0666103894,3691654.8090758296
2724,99,1971,2,26,2/26/1971,14:05:00,3,AL,1,8,1,0,0,4,0,32.65,-85.57,32.68,-85.45,7.3,50,1,1197627.8825387289,3636974.556415236
2727,103,1971,3,1,3/1/1971,16:15:00,3,AL,1,9,2,0,0,4,0,31.22,-85.4,0,0,0.1,10,2,1224859.279085864,3478993.405817923
2728,104,1971,3,2,3/2/1971,10:00:00,3,AL,1,10,3,0,0,4,0,31.68,-85.97,31.73,-85.57,23.8,10,3,1167071.2670300114,3526526.0211856617
2730,106,1971,3,2,3/2/1971,21:20:00,3,AL,1,11,3,0,0,5,0,31.9,-87.82,31.92,-87.73,4.9,100,3,990105.638999834,3541078.6580568603
2731,107,1971,3,3,3/3/1971,4:00:00,3,AL,1,12,3,0,0,4,0,31.72,-85.82,0,0,2,10,3,1181043.292413013,3531909.1251556263
2740,119,1971,3,6,3/6/1971,16:30:00,3,AL,1,13,2,2,0,4,0,33.68,-86.6,33.72,-86.53,4.9,300,2,1093710.9123192197,3745110.5970972516
2748,177,1971,4,23,4/23/1971,11:15:00,3,AL,1,14,1,0,0,2,0,31.87,-86.05,0,0,1,200,1,1158106.9549776816,3547164.8065629387
2749,178,1971,4,23,4/23/1971,11:40:00,3,AL,1,15,4,0,0,4,0,31.5,-87.3,31.77,-87,25.4,300,4,1041704.7723582763,3499124.442060596
2818,521,1971,6,15,6/15/1971,13:15:00,3,AL,1,16,1,0,0,3,0,34.05,-86.05,0,0,0.5,10,1,1142031.161380368,3789566.902061969
2868,763,1971,9,16,9/16/1971,13:30:00,3,AL,1,17,2,0,0,4,0,31.37,-88.25,31.4,-88.17,5.7,200,2,951942.1817175488,3480374.3695942666
2871,767,1971,9,16,9/16/1971,15:00:00,3,AL,1,18,1,0,0,4,0,31.53,-88.28,0,0,2,200,1,948319.6803080146,3498012.01963528
2872,768,1971,9,16,9/16/1971,15:25:00,3,AL,1,19,1,0,0,5,0,31.03,-87.65,31.08,-87.52,8.7,100,1,1010933.5483741106,3445245.57174644
2873,769,1971,9,16,9/16/1971,16:22:00,3,AL,1,20,2,0,0,5,0,30.53,-87.85,0,0,1,150,2,994369.1900111372,3388821.668435328
2875,772,1971,9,17,9/17/1971,0:35:00,3,AL,1,21,3,0,0,4,0,31.42,-86.17,0,0,0.3,100,3,1149864.2859971824,3496401.7975769467
2900,887,1971,12,20,12/20/1971,3:30:00,3,AL,1,22,3,1,0,5,0,31.3,-87.52,0,0,1,100,3,1021877.5222504387,3475840.6264781845
2903,4,1972,1,4,1/4/1972,3:15:00,3,AL,1,1,2,0,0,5,0,32.3,-87.78,0,0,1,100,2,991738.388318101,3585679.1705154055
2913,14,1972,1,10,1/10/1972,10:30:00,3,AL,1,2,2,0,0,4,0,32.73,-85.58,32.78,-85.55,4.5,50,2,1196060.7450598283,3645807.8607197283
2918,19,1972,1,13,1/13/1972,1:00:00,3,AL,1,3,2,88,4,5,0,31.32,-85.8,31.38,-85.73,6.3,100,2,1185883.5129624954,3487542.087581227
2921,22,1972,1,13,1/13/1972,2:15:00,3,AL,1,4,3,2,0,5,0,31.6,-85.4,31.83,-85.33,16.8,200,3,1221918.6165158432,3521279.73004555
2944,46,1972,3,2,3/2/1972,7:00:00,3,AL,1,5,2,0,0,3,0,31.43,-88.05,31.53,-87.98,8,10,2,970692.1028715575,3487877.20137983
2945,47,1972,3,2,3/2/1972,7:45:00,3,AL,1,6,2,0,0,3,0,31,-87.48,31.03,-87.42,4.7,10,2,1027358.0493383297,3442710.9651126885
2960,66,1972,3,18,3/18/1972,15:00:00,3,AL,1,7,1,0,0,4,0,30.55,-88.17,0,0,1,60,1,963519.1782338566,3389677.711439387
3016,180,1972,4,22,4/22/1972,3:40:00,3,AL,1,8,2,0,0,4,0,32.1,-87.13,32.17,-87.08,5.7,200,2,1054274.7870206274,3566640.5440673353
3036,356,1972,6,8,6/8/1972,14:00:00,3,AL,1,9,2,0,0,4,0,31.02,-87.48,0,0,0.1,30,2,1027247.447377721,3444932.32824748
3060,444,1972,6,27,6/27/1972,8:45:00,3,AL,1,10,2,2,0,4,0,34.32,-86.5,0,0,0.3,40,2,1098470.6584508484,3816826.899721401
3072,483,1972,7,3,7/3/1972,22:30:00,3,AL,1,11,2,0,0,5,0,31.8,-85.98,0,0,0.3,200,2,1165255.6898208796,3539809.830142977
