fid,OM,YR,MO,DY,DATE,TIME,TZ,ST,STF,STN,MAG,INJ,FAT,LOSS,CLOSS,SLAT,SLON,ELAT,ELON,LEN,WID,MAG_1,x_utm,y_utm
1820,368,1965,5,20,5/20/1965,17:00:00,3,SC,45,8,1,0,0,4,0,34.15,-79.03,0,0,0.5,100,1,1792527.6259458258,3868306.241714314
1821,394,1965,5,24,5/24/1965,13:00:00,3,SC,45,9,0,0,0,1,0,33.62,-81.1,0,0,0.1,10,0,1606880.3712882414,3784224.1941896356
1830,553,1965,6,11,6/11/1965,9:40:00,3,SC,45,10,0,0,0,1,0,33.3,-80.17,0,0,0.1,10,0,1698416.485258546,3758966.4466073383
1835,646,1965,7,5,7/5/1965,16:00:00,3,SC,45,11,1,0,0,3,0,32.9,-80,0,0,0.4,20,1,1720051.513527901,3716176.521603542
1847,705,1965,7,23,7/23/1965,17:15:00,3,SC,45,12,1,0,0,3,0,33.38,-80.35,0,0,0.5,50,1,1680390.4380679838,3765820.029896902
1854,738,1965,8,16,8/16/1965,15:40:00,3,SC,45,13,1,0,0,4,0,34.4,-80.7,0,0,0.3,77,1,1633662.4796080638,3875892.4698211467
1855,741,1965,8,17,8/17/1965,17:10:00,3,SC,45,14,3,46,0,5,0,33.83,-78.67,0,0,0.3,50,3,1831210.5180324202,3837164.5194872827
1858,754,1965,8,25,8/25/1965,17:00:00,3,SC,45,15,0,0,0,1,0,33.53,-81.68,0,0,0.1,10,0,1553768.8302749593,3768001.227721547
1868,842,1965,10,7,10/7/1965,2:10:00,3,SC,45,17,1,0,0,4,0,33.43,-80.68,0,0,0.5,37,1,1648737.3507327891,3767638.864253817
1869,843,1965,10,7,10/7/1965,3:00:00,3,SC,45,18,1,0,0,4,0,32.92,-80.53,0,0,1.2,100,1,1669716.6303979086,3712268.0077236365
1870,844,1965,10,7,10/7/1965,5:00:00,3,SC,45,19,2,0,0,5,0,34,-79.2,34.02,-79.15,3.3,80,2,1779001.7263188409,3849298.397976198
1907,29,1966,2,28,2/28/1966,10:00:00,3,SC,45,1,0,0,0,3,0,34.8,-80.4,0,0,0.3,50,0,1655790.9956893243,3924094.1822624
1918,56,1966,4,13,4/13/1966,12:30:00,3,SC,45,2,0,0,0,1,0,32.92,-80.05,0,0,0.1,10,0,1715046.6191444437,3717825.3303768844
1919,57,1966,4,13,4/13/1966,16:30:00,3,SC,45,3,2,0,0,3,0,33.87,-79.75,0,0,0.2,17,2,1729599.6537809784,3827836.7824330674
1967,343,1966,6,29,6/29/1966,17:30:00,3,SC,45,4,1,0,0,4,0,34.58,-79.55,0,0,2.3,53,1,1737588.3148181154,3909822.902493878
1982,457,1966,8,7,8/7/1966,3:00:00,3,SC,45,5,1,0,0,4,0,32.8,-79.95,0,0,2,13,1,1726185.7203626812,3705566.891487614
1995,517,1966,9,19,9/19/1966,11:00:00,3,SC,45,6,1,0,0,3,0,33.55,-80.15,0,0,0.5,100,1,1696779.3523238394,3787191.0110363057
1996,518,1966,9,19,9/19/1966,11:30:00,3,SC,45,7,1,0,0,3,0,32.78,-79.93,0,0,0.1,13,1,1728360.0238973123,3703563.8898520786
1997,520,1966,9,19,9/19/1966,15:00:00,3,SC,45,9,0,0,0,3,0,32.9,-80.18,0,0,0.3,13,0,1703043.4012460501,3714058.5841974006
2001,526,1966,10,1,10/1/1966,11:30:00,3,SC,45,10,2,8,0,4,0,34.22,-80.33,34.25,-80.2,8.2,117,2,1670511.5541965754,3860048.1775740427
2044,65,1967,3,12,3/12/1967,10:20:00,3,SC,45,1,2,0,0,4,0,34.02,-79.75,0,0,1.5,100,2,1727390.66387835,3844634.1751482906
2045,66,1967,3,12,3/12/1967,11:00:00,3,SC,45,2,2,0,0,4,0,34.03,-79.93,34.13,-79.77,11.7,100,2,1710464.0911349887,3843558.0713576204
2048,91,1967,4,7,4/7/1967,14:20:00,3,SC,45,3,1,0,0,3,0,34.47,-80.63,0,0,2,133,1,1639179.0622493976,3884520.7351561626
2082,255,1967,5,2,5/2/1967,18:10:00,3,SC,45,4,2,0,0,4,0,34.83,-82.42,0,0,1,67,2,1469347.4176335856,3905653.8187427637
2097,281,1967,5,7,5/7/1967,12:30:00,3,SC,45,5,0,0,0,1,0,33.22,-80,0,0,0.3,20,0,1715536.550345718,3752019.695315358
