GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADK5E001,ADK5E002,ADK5E003,ADK5E004,ADK5E005,ADK5E006,ADK5E007,ADK5E008,ADK5E009,ADK5E010,ADK5E011,ADK5E012,ADK5E013,ADK5E014,ADK5E015,ADK5E016,ADK5E017,ADK5E018,ADK5E019,ADK5E020,ADK5E021,ADNEE001,ADNEE002,ADNEE003,ADNEE004,ADNEE005,ADNEE006,ADNEE007,ADNEE008,NAME_M,ADK5M001,ADK5M002,ADK5M003,ADK5M004,ADK5M005,ADK5M006,ADK5M007,ADK5M008,ADK5M009,ADK5M010,ADK5M011,ADK5M012,ADK5M013,ADK5M014,ADK5M015,ADK5M016,ADK5M017,ADK5M018,ADK5M019,ADK5M020,ADK5M021,ADNEM001,ADNEM002,ADNEM003,ADNEM004,ADNEM005,ADNEM006,ADNEM007,ADNEM008
"G29002","2011-2015",,,"Missouri","29",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Missouri",757785,738031,664418,27908,1004,31659,126,837,12079,661,11418,19754,14991,383,141,172,47,2740,1280,635,645,746259,18666,25289,15027,18697,27707,14668,626205,"Congressional District 2 (114th Congress), Missouri",3107,3386,3384,1490,283,1668,95,409,911,270,910,1357,1206,202,79,118,59,674,404,275,304,3116,1592,1965,1573,1556,1866,1247,4504
"G29003","2011-2015",,,"Missouri","29",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), Missouri",763567,745298,697753,24881,2322,6756,313,1104,12169,249,11920,18269,12079,312,107,174,112,4181,1304,761,543,743539,37012,48231,26429,29895,43730,22522,535720,"Congressional District 3 (114th Congress), Missouri",2448,2476,2577,893,347,651,111,379,882,140,880,816,1021,133,72,137,91,801,493,400,235,2718,2427,2594,2150,2095,2583,1913,4978
"G29004","2011-2015",,,"Missouri","29",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), Missouri",758907,731245,661465,33961,2847,10915,947,714,20396,297,20099,27662,17517,697,566,152,36,6044,2650,1354,1296,721290,56676,70876,37986,39996,56834,21971,436951,"Congressional District 4 (114th Congress), Missouri",951,941,963,959,334,626,158,253,1191,206,1174,214,940,310,356,79,36,705,482,350,308,1366,2375,3096,2482,2105,2688,2013,4856
"G29005","2011-2015",,,"Missouri","29",,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,"Congressional District 5 (114th Congress), Missouri",754804,689386,488155,163045,3053,12729,1933,2028,18443,389,18054,65418,29873,1453,570,225,1,27995,5301,3391,1910,741250,62731,72156,38188,37592,54474,22543,453566,"Congressional District 5 (114th Congress), Missouri",2087,2141,2121,1150,454,813,255,614,1221,143,1224,974,1859,423,219,192,2,1579,765,729,388,2432,2583,3177,2404,2027,2817,1716,4523
"G29006","2011-2015",,,"Missouri","29",,,,,,,,,,,,,,,,,,,"06",,,,,,,,,,,"Congressional District 6 (114th Congress), Missouri",757302,728453,669204,30481,2533,9125,1008,788,15314,242,15072,28849,19389,978,357,185,2,4963,2975,1724,1251,727943,40789,52100,30869,32571,48311,18787,504516,"Congressional District 6 (114th Congress), Missouri",2068,2085,1928,1063,328,664,260,326,1162,102,1164,998,1009,299,159,182,5,744,572,455,318,2219,2086,2232,1915,1821,2190,1541,3376
"G29007","2011-2015",,,"Missouri","29",,,,,,,,,,,,,,,,,,,"07",,,,,,,,,,,"Congressional District 7 (114th Congress), Missouri",761206,725554,676853,13550,6162,9214,962,312,18501,327,18174,35652,26298,325,341,102,65,6866,1655,979,676,739703,52881,76250,44688,44709,61547,25904,433724,"Congressional District 7 (114th Congress), Missouri",495,495,494,622,437,485,180,144,1014,141,980,47,1041,171,150,108,77,1033,335,285,186,1226,2277,3423,2609,2583,2754,1979,4837
"G29008","2011-2015",,,"Missouri","29",,,,,,,,,,,,,,,,,,,"08",,,,,,,,,,,"Congressional District 8 (114th Congress), Missouri",747811,734185,679709,34511,3337,4288,360,169,11811,203,11608,13626,9814,247,255,41,0,2471,798,289,509,718768,57141,88441,47528,44031,60364,24265,396998,"Congressional District 8 (114th Congress), Missouri",1702,1709,1737,632,470,365,170,94,853,66,861,257,565,157,127,38,26,400,193,119,167,1977,2243,3460,2280,2025,2771,1926,4276
"G30000","2011-2015",,,"Montana","30",,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"Congressional District (at Large) (114th Congress), Montana",1014699,981077,882585,4515,63479,6902,804,296,22496,168,22328,33622,22392,242,2214,285,44,5164,3281,1176,2105,989932,63588,86998,51010,50608,72110,30710,634908,"Congressional District (at Large) (114th Congress), Montana",0,171,155,385,987,465,253,112,1210,77,1206,171,839,151,398,130,47,797,505,299,454,616,2513,2825,2028,2099,2849,1821,5210
"G31001","2011-2015",,,"Nebraska","31",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), Nebraska",627284,575189,523760,17320,6373,14764,552,288,12132,112,12020,52095,39514,895,1180,108,4,7138,3256,1777,1479,606718,32076,43816,27589,25260,39631,15157,423189,"Congressional District 1 (114th Congress), Nebraska",803,986,964,630,245,471,144,150,798,77,793,506,1296,482,361,101,9,967,536,408,335,1000,1946,2243,1644,1786,2302,1286,3805
"G31002","2011-2015",,,"Nebraska","31",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Nebraska",634595,566553,467540,62020,2537,18704,200,1130,14422,440,13982,68042,46285,1177,1158,142,40,16593,2647,1454,1193,621707,35214,45605,24423,26440,36491,15343,438191,"Congressional District 2 (114th Congress), Nebraska",804,986,989,805,310,540,66,372,950,178,961,504,1662,428,378,73,33,1533,509,400,295,1017,1939,2245,1930,2054,2155,1397,3702
"G31003","2011-2015",,,"Nebraska","31",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), Nebraska",607486,541355,518331,6408,4273,4256,388,287,7412,131,7281,66131,52121,375,798,92,96,10923,1726,888,838,587160,29553,44851,29524,30660,45041,18956,388575,"Congressional District 3 (114th Congress), Nebraska",63,100,135,363,382,299,226,133,575,65,571,78,1226,123,236,109,66,1053,350,268,195,837,1518,2008,1699,1478,2034,1009,2970
"G32001","2011-2015",,,"Nevada","32",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), Nevada",675450,375524,228447,66966,2494,53856,4078,1301,18382,640,17742,299926,169226,3773,2526,849,221,114689,8642,5208,3434,666430,66364,84597,50527,47186,64229,23856,329671,"Congressional District 1 (114th Congress), Nevada",4536,4416,4014,2452,365,2062,693,463,1119,210,1085,3824,5094,775,657,254,139,5026,1052,820,655,4532,3101,3814,3238,2893,3546,2142,5021
"G32002","2011-2015",,,"Nevada","32",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Nevada",690426,541593,467510,12316,13300,26766,3294,748,17659,392,17267,148833,103135,1020,2058,533,170,35589,6328,3398,2930,678576,45886,53251,36263,33805,47604,18166,443601,"Congressional District 2 (114th Congress), Nevada",629,595,684,531,451,740,261,297,984,173,983,523,3115,369,473,269,104,2994,872,629,482,933,2348,2931,2701,2234,3024,1660,4562
"G32003","2011-2015",,,"Nevada","32",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), Nevada",723741,603505,423881,48497,2759,92806,5548,1180,28834,1033,27801,120236,81468,2395,753,1450,309,26098,7763,3959,3804,720108,32438,34987,22397,30042,40935,19743,539566,"Congressional District 3 (114th Congress), Nevada",4065,4173,3462,2531,453,2204,893,391,1804,289,1750,2920,2882,629,314,417,181,2020,973,697,670,3943,2158,2598,2158,2427,2892,1966,6209
"G32004","2011-2015",,,"Nevada","32",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), Nevada",709019,507461,335439,98003,5985,37843,4158,1147,24886,357,24529,201558,120555,2751,1518,743,164,65386,10441,4639,5802,694066,49114,59700,35412,37896,56362,21559,434023,"Congressional District 4 (114th Congress), Nevada",3796,3715,3408,2659,629,2000,687,426,1635,105,1632,3896,3864,512,456,410,99,3590,1225,778,928,4001,2935,3509,2891,2783,3502,1871,6389
"G33001","2011-2015",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), New Hampshire",665132,643867,608420,8990,674,14567,35,776,10405,357,10048,21265,15491,968,245,151,0,3080,1330,788,542,646064,24401,31676,19441,21114,31479,12971,504982,"Congressional District 1 (114th Congress), New Hampshire",176,950,1332,689,176,883,36,306,723,144,723,932,1029,440,140,95,26,673,412,348,227,860,1618,1884,1430,1456,2219,1568,3819
"G33002","2011-2015",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), New Hampshire",659069,638193,601949,6495,1238,16563,193,866,10889,443,10446,20876,15453,986,81,83,0,2551,1722,655,1067,637228,26073,31690,18654,21596,31688,15549,491978,"Congressional District 2 (114th Congress), New Hampshire",176,949,1439,619,258,867,90,390,815,171,765,931,1044,445,55,81,26,526,354,220,344,950,1557,1836,1365,1567,1939,1464,3900
"G34001","2011-2015",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), New Jersey",731683,639667,468999,116875,746,36733,168,2246,13900,740,13160,92016,29679,7570,528,288,20,47268,6663,4159,2504,720305,42103,44526,24303,22651,37458,14995,534269,"Congressional District 1 (114th Congress), New Jersey",330,915,1545,1111,203,730,91,755,1206,225,1126,835,1847,1073,239,158,33,2335,937,767,587,912,2522,2322,1926,1723,2219,1471,3920
"G34002","2011-2015",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), New Jersey",732697,619466,485168,88819,1522,28712,81,800,14364,758,13606,113231,62187,6820,884,501,38,34438,8363,5378,2985,709768,41925,52020,27578,29734,45138,18355,495018,"Congressional District 2 (114th Congress), New Jersey",676,1130,1346,1140,204,689,70,331,1301,283,1251,875,2543,1054,426,356,46,2589,994,843,486,1332,2537,2555,1910,2026,2483,1714,4755
"G34003","2011-2015",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), New Jersey",736043,681255,561319,74775,444,25886,166,2340,16325,678,15647,54788,34687,2688,472,264,132,12362,4183,2073,2110,720307,23345,25135,18502,19661,28712,14180,590772,"Congressional District 3 (114th Congress), New Jersey",741,1631,2161,1291,118,881,76,726,1056,235,1053,1523,1574,413,400,146,154,1073,679,460,494,1265,1886,1690,1653,1486,1769,1213,3710
"G34004","2011-2015",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), New Jersey",738191,664467,576320,46476,218,29775,138,1361,10179,500,9679,73724,53232,2771,486,95,47,13956,3137,1181,1956,730029,29132,41000,23192,23388,33874,14019,565424,"Congressional District 4 (114th Congress), New Jersey",641,2160,2371,1713,123,1208,80,454,1009,202,974,2222,2443,650,273,61,46,1695,637,316,593,921,2631,2705,2307,2251,1790,1570,3866
"G34005","2011-2015",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,"Congressional District 5 (114th Congress), New Jersey",741254,644727,525591,34255,778,73195,97,2009,8802,877,7925,96527,56497,2855,443,475,0,31506,4751,2373,2378,728283,18612,23890,14529,17539,24626,10893,618194,"Congressional District 5 (114th Congress), New Jersey",815,2277,2742,1177,179,1759,67,480,738,316,684,2365,2222,534,264,201,28,2136,715,464,710,1043,1810,2068,1681,1568,1824,1310,3748
"G34006","2011-2015",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,"06",,,,,,,,,,,"Congressional District 6 (114th Congress), New Jersey",743854,586082,365841,69366,831,135812,261,1611,12360,2097,10263,157772,117668,6022,569,687,20,27443,5363,2803,2560,717487,34464,40831,22322,25752,33807,13242,547069,"Congressional District 6 (114th Congress), New Jersey",984,1952,2333,1797,197,1900,107,415,1113,532,941,1833,2376,850,323,266,28,2142,763,590,557,1660,2208,2480,2186,2225,2353,1282,4361
"G34007","2011-2015",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,"07",,,,,,,,,,,"Congressional District 7 (114th Congress), New Jersey",740850,653730,540606,31707,564,68355,205,2947,9346,815,8531,87120,54490,1218,378,373,16,28021,2624,1230,1394,731094,16329,18171,14743,13068,21743,8742,638298,"Congressional District 7 (114th Congress), New Jersey",1021,2297,2616,1500,185,1566,267,702,825,319,820,2258,2564,385,201,203,27,2285,556,318,430,1276,1459,1389,1584,1527,1813,1158,3332
"G34008","2011-2015",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,"08",,,,,,,,,,,"Congressional District 8 (114th Congress), New Jersey",762276,343536,194005,65812,975,63416,425,9571,9332,1389,7943,418740,237205,12782,1757,812,299,149131,16754,7898,8856,754751,57314,81199,41866,42703,60913,22940,447816,"Congressional District 8 (114th Congress), New Jersey",3112,3537,2541,2413,283,1931,173,1169,905,342,873,3782,4389,1296,571,263,222,5044,1418,938,1074,3215,2647,3066,2349,2542,3282,1911,4698
"G34009","2011-2015",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,"09",,,,,,,,,,,"Congressional District 9 (114th Congress), New Jersey",749137,484268,301858,72309,1130,96597,227,2500,9647,1324,8323,264869,149234,10123,1852,632,86,84079,18863,4919,13944,744582,52876,60243,36323,33560,45685,18163,497732,"Congressional District 9 (114th Congress), New Jersey",1005,2503,2696,1229,243,2305,112,555,1029,334,969,2539,3708,1472,679,342,77,3671,1683,932,1449,1163,2302,2931,2434,2378,2782,1833,4282
"G34010","2011-2015",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,"Congressional District 10 (114th Congress), New Jersey",738622,603459,152643,379089,1199,52558,152,6013,11805,1798,10007,135163,65744,11173,576,518,0,51057,6095,3251,2844,719671,67331,73256,38475,36435,45441,20181,438552,"Congressional District 10 (114th Congress), New Jersey",3148,3427,2380,2863,296,1851,98,1064,990,500,933,3491,2946,1225,228,245,28,2847,843,605,559,3185,2393,3042,2396,2642,2735,1971,5276
"G34011","2011-2015",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,"11",,,,,,,,,,,"Congressional District 11 (114th Congress), New Jersey",741282,666612,557230,25730,361,69470,82,1218,12521,1268,11253,74670,58828,1828,291,542,8,10134,3039,1352,1687,726759,15011,17195,11328,13338,22274,7768,639845,"Congressional District 11 (114th Congress), New Jersey",1078,2567,2616,1208,150,1641,74,328,1052,344,998,2417,2317,435,131,201,12,1299,614,366,484,1294,1203,1696,1240,1542,1581,960,3285
"G34012","2011-2015",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,"12",,,,,,,,,,,"Congressional District 12 (114th Congress), New Jersey",748524,629136,363850,127398,885,119080,79,6426,11418,1523,9895,119388,71059,3839,446,213,61,39778,3992,2288,1704,725832,32400,36539,22514,22853,35258,13330,562938,"Congressional District 12 (114th Congress), New Jersey",822,2360,2370,2321,235,2110,87,912,1090,433,1059,2291,2440,653,210,131,98,2044,697,572,436,1319,2179,2769,2244,2039,2248,1500,4538
"G35001","2011-2015",,,"New Mexico","35",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), New Mexico",693273,354103,283118,16442,24855,14416,447,2125,12700,505,12195,339170,216645,2751,3737,822,241,99071,15903,10464,5439,683376,57688,77591,40826,34308,47995,17156,407812,"Congressional District 1 (114th Congress), New Mexico",1826,1525,1413,776,923,609,99,488,1098,193,1105,1533,4811,536,807,397,163,4722,1477,1362,672,2236,3237,3213,2386,2162,2562,1779,4748
"G35002","2011-2015",,,"New Mexico","35",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), New Mexico",699589,329328,268739,11562,35039,4820,155,631,8382,484,7898,370261,304606,887,3885,411,43,51783,8646,5328,3318,680329,65954,90800,43844,43099,58304,20643,357685,"Congressional District 2 (114th Congress), New Mexico",1501,1194,926,486,1244,336,99,244,935,213,893,1213,2977,286,615,226,48,2326,1089,817,617,1821,3323,4605,3066,3109,3361,1878,5162
"G35003","2011-2015",,,"New Mexico","35",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), New Mexico",691255,413714,265191,10077,117363,7989,281,1055,11758,572,11186,277541,186612,2019,5649,303,109,72185,10664,6644,4020,679972,65744,71584,38669,35769,50063,20771,397372,"Congressional District 3 (114th Congress), New Mexico",2059,1544,1337,727,1291,394,144,246,1018,172,1010,1408,2744,795,810,133,125,3002,1159,901,653,2284,2938,3108,2743,2123,2548,2181,5318
"G36001","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), New York",723323,624057,550348,33650,1300,28047,155,1313,9244,1584,7660,99266,80384,2558,657,489,70,10737,4371,2079,2292,702790,24846,25893,15934,17566,27218,13892,577441,"Congressional District 1 (114th Congress), New York",1264,3276,3347,1812,306,1480,121,424,1141,663,921,2979,3222,662,421,393,74,1660,907,395,775,1524,2332,2137,1574,1879,2613,1554,4878
"G36002","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), New York",723479,563150,461674,66835,594,22426,102,2003,9516,1051,8465,160329,88181,5087,463,188,25,53337,13048,6352,6696,716348,19005,25822,17796,22707,29698,13661,587659,"Congressional District 2 (114th Congress), New York",1777,3727,3961,2136,263,1312,92,454,1216,345,1203,3507,3913,1101,221,131,30,3415,2233,1231,1782,2040,1597,2293,1964,2143,2501,1685,4378
"G36003","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), New York",723457,648501,509040,22363,803,102628,104,3520,10043,1362,8681,74956,44535,1384,292,412,21,24515,3797,2355,1442,712406,16803,22705,14853,16400,23840,9076,608729,"Congressional District 3 (114th Congress), New York",3719,3763,3360,1879,204,2614,90,821,1026,330,953,3328,2747,443,163,236,24,2589,932,679,551,3843,1403,1787,1665,1921,2244,1078,5234
"G36004","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), New York",721286,581848,423474,100107,891,44966,112,3204,9094,1444,7650,139438,61244,4021,1600,331,11,52970,19261,9956,9305,709125,22735,29271,17076,17520,29230,12615,580678,"Congressional District 4 (114th Congress), New York",2601,3002,2612,2158,252,1716,131,880,935,408,779,2802,2797,732,694,171,16,3275,2337,1526,1486,2680,1913,2472,1689,1824,2565,1511,4699
"G36005","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,"Congressional District 5 (114th Congress), New York",765409,615698,83588,367151,2544,101826,544,36436,23609,9740,13869,149711,55538,15166,754,737,0,68422,9094,6521,2573,753448,42209,61471,33996,36955,50152,21334,507331,"Congressional District 5 (114th Congress), New York",6835,5373,2474,3686,520,4017,253,2271,1473,1078,1333,4693,3156,1465,287,235,27,3532,1310,1134,548,6888,2574,3529,2489,2082,2941,1843,6649
"G36006","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"06",,,,,,,,,,,"Congressional District 6 (114th Congress), New York",727625,589291,263005,24912,1466,281361,267,3516,14764,2261,12503,138334,78956,3292,693,1142,38,47961,6252,3381,2871,721212,40008,60570,34726,37012,45929,18206,484761,"Congressional District 6 (114th Congress), New York",5502,5315,3074,1750,459,4698,169,782,1853,566,1588,4120,3380,607,198,294,40,3590,902,602,740,5549,2472,3078,2475,2393,2975,1546,6041
"G36007","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"07",,,,,,,,,,,"Congressional District 7 (114th Congress), New York",745005,427685,214647,58288,1438,136935,69,4566,11742,1489,10253,317320,147928,23383,2403,935,138,128185,14348,8092,6256,736073,83762,116293,52394,45809,52671,18584,366560,"Congressional District 7 (114th Congress), New York",5505,5401,3405,2767,560,3340,42,1278,992,381,877,4044,4607,1938,603,271,105,4216,1381,1012,944,5452,4153,4676,3111,3042,2886,1528,5836
"G36008","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"08",,,,,,,,,,,"Congressional District 8 (114th Congress), New York",744271,611386,168681,390181,1428,36743,35,3815,10503,1169,9334,132885,50286,21866,1068,305,190,52157,7013,4302,2711,736071,82513,93861,40621,36358,44173,17236,421309,"Congressional District 8 (114th Congress), New York",5598,4951,3210,3834,406,1988,31,691,981,272,926,3461,2321,1754,362,117,207,3043,990,775,569,5617,3291,3006,2353,1945,2532,1685,5333
"G36009","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"09",,,,,,,,,,,"Congressional District 9 (114th Congress), New York",740868,656239,227424,362146,1213,49801,100,2922,12633,1420,11213,84629,23370,16701,420,416,14,40066,3642,1845,1797,736258,63569,82541,41210,41111,50510,21684,435633,"Congressional District 9 (114th Congress), New York",5355,4951,3753,3790,364,2177,100,611,1256,371,1152,3220,2139,1306,204,189,19,2542,515,400,419,5399,2979,3589,2923,2912,3292,2088,5917
"G36010","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,"Congressional District 10 (114th Congress), New York",731519,639368,466184,25345,1073,130443,30,2797,13496,898,12598,92151,47189,4557,1363,950,20,32579,5493,2690,2803,713608,48499,71369,32759,27533,34435,11889,487124,"Congressional District 10 (114th Congress), New York",6244,5931,5064,2684,436,3422,30,705,1264,263,1185,3119,2339,995,986,441,26,2604,1104,784,761,6328,3631,3049,2667,1976,2691,1476,5482
"G36011","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"11",,,,,,,,,,,"Congressional District 11 (114th Congress), New York",731365,612858,452673,51028,1001,96355,114,1868,9819,934,8885,118507,75198,5227,900,678,39,31258,5207,2568,2639,724810,46056,55935,29813,31188,33865,15468,512485,"Congressional District 11 (114th Congress), New York",3387,3165,2535,1287,298,2469,81,677,1135,386,1078,2037,2508,956,412,225,36,2454,802,524,541,3509,2617,3109,2413,2496,2384,1729,5717
"G36012","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"12",,,,,,,,,,,"Congressional District 12 (114th Congress), New York",723973,627170,480049,31900,874,94234,406,2765,16942,1497,15445,96803,58119,4185,796,525,31,28626,4521,1937,2584,703242,41964,41168,18567,18335,23350,7940,551918,"Congressional District 12 (114th Congress), New York",5628,4933,4977,2174,330,2565,239,663,1158,433,1126,3720,2905,738,305,261,29,2366,655,433,494,5427,2365,2584,1655,1478,1552,1132,5285
"G36013","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"13",,,,,,,,,,,"Congressional District 13 (114th Congress), New York",759136,346953,100928,193681,820,34642,287,4041,12554,1102,11452,412183,95368,36014,3631,488,356,245156,31170,12890,18280,748582,93641,124314,51074,52574,60115,21100,345764,"Congressional District 13 (114th Congress), New York",5464,4250,2544,3250,274,2185,211,856,1203,489,1122,4487,4273,2489,1006,154,311,6542,2408,1276,2003,5429,3565,4793,2972,4380,3204,2431,6830
"G36014","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"14",,,,,,,,,,,"Congressional District 14 (114th Congress), New York",728916,377385,171572,70501,833,121529,106,3274,9570,1754,7816,351531,165659,10735,2325,1148,48,158371,13245,7196,6049,711217,50994,78641,42165,43175,56514,21295,418433,"Congressional District 14 (114th Congress), New York",6034,5498,3375,2583,310,3253,114,780,1074,432,928,6001,4992,1056,562,383,72,4791,1459,782,1144,5999,2949,3226,2552,2937,3040,2071,5724
"G36015","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"15",,,,,,,,,,,"Congressional District 15 (114th Congress), New York",739618,252204,18538,208469,2067,13200,130,4052,5748,1049,4699,487414,90430,33860,2282,677,286,340880,18999,11285,7714,727572,125555,165213,62805,55788,59643,21467,237101,"Congressional District 15 (114th Congress), New York",4657,3333,1168,3179,515,1343,88,722,884,383,868,4597,4250,1963,499,248,170,6446,1742,1168,1075,4597,4667,5366,4148,3203,3105,1746,4529
"G36016","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"16",,,,,,,,,,,"Congressional District 16 (114th Congress), New York",737824,559898,281376,225238,1357,35737,226,4483,11481,1530,9951,177926,75683,14019,932,230,44,75084,11934,7188,4746,722955,45156,51012,28984,30754,40122,14577,512350,"Congressional District 16 (114th Congress), New York",3705,3789,2809,3298,372,1523,167,919,1176,420,1138,3218,3263,1545,355,130,45,3756,1288,1060,1011,3751,2525,2487,2441,2676,2922,1510,6248
"G36017","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"17",,,,,,,,,,,"Congressional District 17 (114th Congress), New York",735374,577039,446247,72407,870,42970,108,2329,12108,1506,10602,158335,68018,6335,2316,418,12,72798,8438,4594,3844,716214,33310,44201,25250,21905,31132,14701,545715,"Congressional District 17 (114th Congress), New York",745,2476,2606,1675,168,1175,90,548,1155,448,978,2329,2942,951,592,186,22,3220,1096,694,790,1903,1986,2683,2280,2220,2465,1630,4140
"G36018","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"18",,,,,,,,,,,"Congressional District 18 (114th Congress), New York",720822,606489,503705,62289,1061,22419,100,2457,14458,633,13825,114333,55659,4600,1549,421,61,43747,8296,5053,3243,697224,32905,39251,23096,24023,29102,12785,536062,"Congressional District 18 (114th Congress), New York",740,1435,1708,1137,238,923,101,640,1068,236,1048,1170,2355,684,587,235,55,2538,940,722,627,1312,2132,2695,1734,1959,1834,1321,4430
"G36019","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"19",,,,,,,,,,,"Congressional District 19 (114th Congress), New York",710732,662180,607747,28496,541,11227,107,812,13250,393,12857,48552,29601,2948,647,91,24,10370,4871,1649,3222,678814,38530,45364,26667,25648,41165,16841,484599,"Congressional District 19 (114th Congress), New York",786,1225,1485,942,121,641,144,258,734,129,713,882,1248,507,235,63,23,1096,735,349,677,1398,1726,2157,1589,1555,2172,1288,3835
"G36020","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"20",,,,,,,,,,,"Congressional District 20 (114th Congress), New York",723568,680624,563000,61870,847,31985,239,3949,18734,1189,17545,42944,23291,4798,189,250,11,9459,4946,1802,3144,694506,40337,47636,22974,24512,32471,14610,511966,"Congressional District 20 (114th Congress), New York",846,925,1216,1265,201,720,50,881,1099,277,1093,456,1196,747,114,142,14,1028,611,429,491,1509,2566,2180,1565,1748,1689,1351,3942
"G36021","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"21",,,,,,,,,,,"Congressional District 21 (114th Congress), New York",718502,695535,650360,20513,6027,6247,419,715,11254,401,10853,22967,12045,1441,260,38,19,6024,3140,1703,1437,677107,42703,55913,31184,31857,45971,17965,451514,"Congressional District 21 (114th Congress), New York",776,863,961,631,362,310,95,259,795,138,764,433,735,320,253,36,21,485,459,334,323,1561,2344,2594,1450,1897,2005,1314,4475
